root_id	root_raw	root_normalized	radical_1	radical_2	radical_3	radical_4	radical_5	root_length	traditional_class	traditional_class_raw	r1_is_nun	r1_is_yod	r1_is_waw	r1_is_alef	r2_is_yod	r2_is_waw	r3_is_he	r3_is_yod	r3_is_alef	rfinal_is_he	r1_is_guttural	r2_is_guttural	r3_is_guttural	has_resh	is_geminate	is_reduplicated_quadriliteral	has_weak_radical	structural_signature	structural_class	sc_strong	sc_final_he	sc_hollow_candidate	sc_initial_nun	sc_initial_yod_waw	sc_geminate	sc_guttural_containing	sc_quadriliteral	root_orthographic	orthographic_root_group_id	n_lexemes	binyanim	source_primary	source_ids	confidence	quality_tier	quality_flags
SYN-RT-4c52e0aeac	ד-ר-ט	דרט	ד	ר	ט			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.C	strong	True	False	False	False	False	False	False	False	דרט	SYN-RG-925b879f89	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דרט	1.0	GOLD	SYNTHETIC
SYN-RT-f907396af3	ד-ר-ס	דרס	ד	ר	ס			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.C	strong	True	False	False	False	False	False	False	False	דרס	SYN-RG-6990c28288	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דרס	1.0	GOLD	SYNTHETIC
SYN-RT-417daacbe9	ד-ר-פ	דרפ	ד	ר	פ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.C	strong	True	False	False	False	False	False	False	False	דרפ	SYN-RG-cb730e8224	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דרפ	1.0	GOLD	SYNTHETIC
SYN-RT-75c1900575	ד-שׁ-ג	דשׁג	ד	ש	ג			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	דשג	SYN-RG-c7afb616ae	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דשׁג	1.0	GOLD	SYNTHETIC
SYN-RT-bd0a0752a8	ד-שׁ-ל	דשׁל	ד	ש	ל			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	דשל	SYN-RG-5bf11a4ccc	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דשׁל	1.0	GOLD	SYNTHETIC
SYN-RT-568157f93b	ד-שׁ-נ	דשׁנ	ד	ש	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.N	strong	True	False	False	False	False	False	False	False	דשנ	SYN-RG-cd8f85eee4	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דשׁנ	1.0	GOLD	SYNTHETIC
SYN-RT-7834a1175a	ד-שׁ-פ	דשׁפ	ד	ש	פ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	דשפ	SYN-RG-3ecc3737d5	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דשׁפ	1.0	GOLD	SYNTHETIC
SYN-RT-69b2cf9c20	ד-שׁ-ר	דשׁר	ד	ש	ר			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	דשר	SYN-RG-d243ea1a5a	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דשׁר	1.0	GOLD	SYNTHETIC
SYN-RT-36c26b9159	ד-שׁ-ת	דשׁת	ד	ש	ת			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	דשת	SYN-RG-3253359494	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דשׁת	1.0	GOLD	SYNTHETIC
SYN-RT-c6eb0ca159	ד-ת-ג	דתג	ד	ת	ג			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	דתג	SYN-RG-c5876427cf	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דתג	1.0	GOLD	SYNTHETIC
SYN-RT-ec6a1798fc	ד-ת-נ	דתנ	ד	ת	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.N	strong	True	False	False	False	False	False	False	False	דתנ	SYN-RG-91cf1e350b	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דתנ	1.0	GOLD	SYNTHETIC
SYN-RT-30900bae89	ד-ת-פ	דתפ	ד	ת	פ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	דתפ	SYN-RG-f505f71525	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דתפ	1.0	GOLD	SYNTHETIC
SYN-RT-5d125e641a	ד-ת-צ	דתצ	ד	ת	צ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	דתצ	SYN-RG-a2a31bc028	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דתצ	1.0	GOLD	SYNTHETIC
SYN-RT-86c99d3ed7	ד-ת-ק	דתק	ד	ת	ק			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	דתק	SYN-RG-b18074ff69	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דתק	1.0	GOLD	SYNTHETIC
SYN-RT-23281cc22e	ד-ת-שׁ	דתשׁ	ד	ת	ש			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	דתש	SYN-RG-29d86b4686	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:דתשׁ	1.0	GOLD	SYNTHETIC
SYN-RT-9b0e2ab7ef	ז-ב-ג	זבג	ז	ב	ג			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זבג	SYN-RG-0c5694eb3c	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זבג	1.0	GOLD	SYNTHETIC
SYN-RT-25b72f59ec	ז-ב-כ	זבכ	ז	ב	כ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זבכ	SYN-RG-0b4ec0146d	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זבכ	1.0	GOLD	SYNTHETIC
SYN-RT-0f0a8473f1	ז-ב-מ	זבמ	ז	ב	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זבמ	SYN-RG-189f447e30	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זבמ	1.0	GOLD	SYNTHETIC
SYN-RT-6b37d7c18f	ז-ב-נ	זבנ	ז	ב	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.N	strong	True	False	False	False	False	False	False	False	זבנ	SYN-RG-40a4a79f06	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זבנ	1.0	GOLD	SYNTHETIC
SYN-RT-4f707cd6d4	ז-ב-שׁ	זבשׁ	ז	ב	ש			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זבש	SYN-RG-6099f414c2	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זבשׁ	1.0	GOLD	SYNTHETIC
SYN-RT-3d820a3188	ז-ג-ד	זגד	ז	ג	ד			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זגד	SYN-RG-b4028a2a6b	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זגד	1.0	GOLD	SYNTHETIC
SYN-RT-26ca2a16a1	ז-ג-כ	זגכ	ז	ג	כ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זגכ	SYN-RG-30208a5c18	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זגכ	1.0	GOLD	SYNTHETIC
SYN-RT-cbc52dd100	ז-ג-ל	זגל	ז	ג	ל			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זגל	SYN-RG-f28fce71e9	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זגל	1.0	GOLD	SYNTHETIC
SYN-RT-230ce44b96	ז-ג-נ	זגנ	ז	ג	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.N	strong	True	False	False	False	False	False	False	False	זגנ	SYN-RG-3b3c9c6cd0	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זגנ	1.0	GOLD	SYNTHETIC
SYN-RT-b3b7cfbd75	ז-ג-ס	זגס	ז	ג	ס			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זגס	SYN-RG-c95baf3b09	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זגס	1.0	GOLD	SYNTHETIC
SYN-RT-86c2ac01b7	ז-ד-ק	זדק	ז	ד	ק			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זדק	SYN-RG-534b600f6a	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זדק	1.0	GOLD	SYNTHETIC
SYN-RT-d893825e34	ז-ד-ר	זדר	ז	ד	ר			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	זדר	SYN-RG-885a7d5b4a	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זדר	1.0	GOLD	SYNTHETIC
SYN-RT-4d64eecf45	ז-ט-ל	זטל	ז	ט	ל			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זטל	SYN-RG-0a51690bea	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זטל	1.0	GOLD	SYNTHETIC
SYN-RT-5a0a2c8439	ז-ט-ס	זטס	ז	ט	ס			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זטס	SYN-RG-dec1d2eb4b	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זטס	1.0	GOLD	SYNTHETIC
SYN-RT-89789492db	ז-ט-שׁ	זטשׁ	ז	ט	ש			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זטש	SYN-RG-324dc0e2f1	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זטשׁ	1.0	GOLD	SYNTHETIC
SYN-RT-69d592377a	ז-כ-ב	זכב	ז	כ	ב			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זכב	SYN-RG-1d7b62c152	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זכב	1.0	GOLD	SYNTHETIC
SYN-RT-826041f7e3	ז-כ-ד	זכד	ז	כ	ד			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זכד	SYN-RG-8109bd7b08	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זכד	1.0	GOLD	SYNTHETIC
SYN-RT-ee3db88408	ז-כ-ט	זכט	ז	כ	ט			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זכט	SYN-RG-0273acd6d9	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זכט	1.0	GOLD	SYNTHETIC
SYN-RT-8b7f466720	ז-כ-מ	זכמ	ז	כ	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זכמ	SYN-RG-49df57b016	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זכמ	1.0	GOLD	SYNTHETIC
SYN-RT-462de2ec8f	ז-כ-נ	זכנ	ז	כ	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.N	strong	True	False	False	False	False	False	False	False	זכנ	SYN-RG-81ea587b4d	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זכנ	1.0	GOLD	SYNTHETIC
SYN-RT-5b6f94762c	ז-כ-ס	זכס	ז	כ	ס			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זכס	SYN-RG-7ebc2a6abe	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זכס	1.0	GOLD	SYNTHETIC
SYN-RT-59339a2c9a	ז-כ-צ	זכצ	ז	כ	צ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זכצ	SYN-RG-16b4252bc5	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זכצ	1.0	GOLD	SYNTHETIC
SYN-RT-ab82ea62f2	ז-כ-שׁ	זכשׁ	ז	כ	ש			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זכש	SYN-RG-422664dd4f	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זכשׁ	1.0	GOLD	SYNTHETIC
SYN-RT-fe8142047f	ז-ל-כ	זלכ	ז	ל	כ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זלכ	SYN-RG-7e6e2b5c13	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זלכ	1.0	GOLD	SYNTHETIC
SYN-RT-c15880724e	ז-ל-ר	זלר	ז	ל	ר			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	זלר	SYN-RG-2b1887f939	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זלר	1.0	GOLD	SYNTHETIC
SYN-RT-54703fdc55	ז-מ-ל	זמל	ז	מ	ל			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זמל	SYN-RG-f391cc799d	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זמל	1.0	GOLD	SYNTHETIC
SYN-RT-380bc0fc0b	ז-מ-ת	זמת	ז	מ	ת			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זמת	SYN-RG-d1bbc74fcb	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זמת	1.0	GOLD	SYNTHETIC
SYN-RT-8bb350d57a	ז-נ-ב	זנב	ז	נ	ב			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.N.C	strong	True	False	False	False	False	False	False	False	זנב	SYN-RG-a292cf1d4d	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זנב	1.0	GOLD	SYNTHETIC
SYN-RT-57939cbefe	ז-נ-ט	זנט	ז	נ	ט			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.N.C	strong	True	False	False	False	False	False	False	False	זנט	SYN-RG-b63b106cd4	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זנט	1.0	GOLD	SYNTHETIC
SYN-RT-9ec275d004	ז-נ-ס	זנס	ז	נ	ס			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.N.C	strong	True	False	False	False	False	False	False	False	זנס	SYN-RG-682727cab9	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זנס	1.0	GOLD	SYNTHETIC
SYN-RT-edf5576f15	ז-נ-ק	זנק	ז	נ	ק			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.N.C	strong	True	False	False	False	False	False	False	False	זנק	SYN-RG-52a5ae4fa5	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זנק	1.0	GOLD	SYNTHETIC
SYN-RT-f2cd151d35	ז-נ-ר	זנר	ז	נ	ר			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.N.R	strong	True	False	False	False	False	False	False	False	זנר	SYN-RG-dfcaf8fbde	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זנר	1.0	GOLD	SYNTHETIC
SYN-RT-b5a60bc7c1	ז-נ-שׁ	זנשׁ	ז	נ	ש			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.N.C	strong	True	False	False	False	False	False	False	False	זנש	SYN-RG-1d26bd6968	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זנשׁ	1.0	GOLD	SYNTHETIC
SYN-RT-dabda8d537	ז-ס-ט	זסט	ז	ס	ט			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זסט	SYN-RG-e5837a28ce	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זסט	1.0	GOLD	SYNTHETIC
SYN-RT-f15521db8e	ז-ס-מ	זסמ	ז	ס	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זסמ	SYN-RG-8f9d72ad81	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זסמ	1.0	GOLD	SYNTHETIC
SYN-RT-6dd8754c51	ז-ס-נ	זסנ	ז	ס	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.N	strong	True	False	False	False	False	False	False	False	זסנ	SYN-RG-55f8f0d21b	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זסנ	1.0	GOLD	SYNTHETIC
SYN-RT-936344f3f9	ז-ס-פ	זספ	ז	ס	פ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זספ	SYN-RG-34eb9751f5	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זספ	1.0	GOLD	SYNTHETIC
SYN-RT-c38789c1f7	ז-ס-צ	זסצ	ז	ס	צ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זסצ	SYN-RG-c10112792b	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זסצ	1.0	GOLD	SYNTHETIC
SYN-RT-5cd9c37732	ז-ס-ר	זסר	ז	ס	ר			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	זסר	SYN-RG-efac52382f	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זסר	1.0	GOLD	SYNTHETIC
SYN-RT-e3b022f89d	ז-פ-ר	זפר	ז	פ	ר			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	זפר	SYN-RG-45428259ac	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זפר	1.0	GOLD	SYNTHETIC
SYN-RT-5c2c2af675	ז-פ-שׁ	זפשׁ	ז	פ	ש			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זפש	SYN-RG-25cd3242ba	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זפשׁ	1.0	GOLD	SYNTHETIC
SYN-RT-de2fd4ae16	ז-צ-ג	זצג	ז	צ	ג			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זצג	SYN-RG-d88233a6c7	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זצג	1.0	GOLD	SYNTHETIC
SYN-RT-2f0ca0ce22	ז-צ-ט	זצט	ז	צ	ט			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זצט	SYN-RG-382c823b31	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זצט	1.0	GOLD	SYNTHETIC
SYN-RT-e5c06a654f	ז-צ-מ	זצמ	ז	צ	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זצמ	SYN-RG-2b5ae44f2b	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זצמ	1.0	GOLD	SYNTHETIC
SYN-RT-117f0a4fc6	ז-צ-ר	זצר	ז	צ	ר			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	זצר	SYN-RG-15a4fc273b	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זצר	1.0	GOLD	SYNTHETIC
SYN-RT-4dc4f38827	ז-צ-שׁ	זצשׁ	ז	צ	ש			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זצש	SYN-RG-68539b4d1a	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זצשׁ	1.0	GOLD	SYNTHETIC
SYN-RT-d0551e2eee	ז-ק-ל	זקל	ז	ק	ל			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זקל	SYN-RG-7947d65f6f	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זקל	1.0	GOLD	SYNTHETIC
SYN-RT-4d08a3996f	ז-ק-נ	זקנ	ז	ק	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.N	strong	True	False	False	False	False	False	False	False	זקנ	SYN-RG-33f0868692	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זקנ	1.0	GOLD	SYNTHETIC
SYN-RT-98e469ef54	ז-ק-צ	זקצ	ז	ק	צ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	זקצ	SYN-RG-9efd313e1e	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זקצ	1.0	GOLD	SYNTHETIC
SYN-RT-c776c79d4d	ז-ר-מ	זרמ	ז	ר	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.C	strong	True	False	False	False	False	False	False	False	זרמ	SYN-RG-6913c86988	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זרמ	1.0	GOLD	SYNTHETIC
SYN-RT-5cb3dd2a39	ז-ר-נ	זרנ	ז	ר	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.N	strong	True	False	False	False	False	False	False	False	זרנ	SYN-RG-f147bd504e	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זרנ	1.0	GOLD	SYNTHETIC
SYN-RT-8a1626782d	ז-ר-צ	זרצ	ז	ר	צ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.C	strong	True	False	False	False	False	False	False	False	זרצ	SYN-RG-06b579c59e	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:זרצ	1.0	GOLD	SYNTHETIC
