provenance_id	canonical_record_id	record_type	field_supported	source_name	source_url	source_file	source_version_or_commit	source_record_identifier	source_line_if_available	retrieval_date	parser_version	raw_source_value
SYN-PV0010249	SYN-LX-9f1a28025c.PST.3FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.3FSG		generated (deterministic from config + seed)	0.1.0	1ִ2ְּ3ָה
SYN-PV0010250	SYN-LX-9f1a28025c.PST.1PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.1PL		generated (deterministic from config + seed)	0.1.0	1ִ2ַּ3ְנוּ
SYN-PV0010251	SYN-LX-9f1a28025c.PST.2MPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.2MPL		generated (deterministic from config + seed)	0.1.0	1ִ2ַּ3ְתֶּם
SYN-PV0010252	SYN-LX-9f1a28025c.PST.2FPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.2FPL		generated (deterministic from config + seed)	0.1.0	1ִ2ַּ3ְתֶּן
SYN-PV0010253	SYN-LX-9f1a28025c.PST.3PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.3PL		generated (deterministic from config + seed)	0.1.0	1ִ2ְּ3וּ
SYN-PV0010254	SYN-LX-9f1a28025c	lexeme	root+template	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	lexeme:דמז:PIEL		generated (deterministic from config + seed)	0.1.0	"{""PST.3MSG"": ""1ִ2ֵּ3"", ""PST.3FSG"": ""1ִ2ְּ3ָה"", ""PST.3PL"": ""1ִ2ְּ3וּ"", ""PST.1SG"": ""1ִ2ַּ3ְתִּי"", ""PST.2MSG"": ""1ִ2ַּ3ְתָּ"", ""PST.2FSG"": ""1ִ2ַּ3ְתְּ"", ""PST.1PL"": ""1ִ2ַּ3ְנוּ"", ""PST.2MPL"": ""1ִ2ַּ3ְתֶּם"", ""PST.2FPL"": ""1ִ2ַּ3ְתֶּן""}"
SYN-PV0010255	SYN-LX-30312f2f98.PST.1SG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.1SG		generated (deterministic from config + seed)	0.1.0	1ֻ2ַּ3ְתִּי
SYN-PV0010256	SYN-LX-30312f2f98.PST.2MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.2MSG		generated (deterministic from config + seed)	0.1.0	1ֻ2ַּ3ְתָּ
SYN-PV0010257	SYN-LX-30312f2f98.PST.2FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.2FSG		generated (deterministic from config + seed)	0.1.0	1ֻ2ַּ3ְתְּ
SYN-PV0010258	SYN-LX-30312f2f98.PST.3MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.3MSG		generated (deterministic from config + seed)	0.1.0	1ֻ2ַּ3
SYN-PV0010259	SYN-LX-30312f2f98.PST.3FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.3FSG		generated (deterministic from config + seed)	0.1.0	1ֻ2ְּ3ָה
SYN-PV0010260	SYN-LX-30312f2f98.PST.1PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.1PL		generated (deterministic from config + seed)	0.1.0	1ֻ2ַּ3ְנוּ
SYN-PV0010261	SYN-LX-30312f2f98.PST.2MPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.2MPL		generated (deterministic from config + seed)	0.1.0	1ֻ2ַּ3ְתֶּם
SYN-PV0010262	SYN-LX-30312f2f98.PST.2FPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.2FPL		generated (deterministic from config + seed)	0.1.0	1ֻ2ַּ3ְתֶּן
SYN-PV0010263	SYN-LX-30312f2f98.PST.3PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.3PL		generated (deterministic from config + seed)	0.1.0	1ֻ2ְּ3וּ
SYN-PV0010264	SYN-LX-30312f2f98	lexeme	root+template	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	lexeme:דמז:PUAL		generated (deterministic from config + seed)	0.1.0	"{""PST.3MSG"": ""1ֻ2ַּ3"", ""PST.3FSG"": ""1ֻ2ְּ3ָה"", ""PST.3PL"": ""1ֻ2ְּ3וּ"", ""PST.1SG"": ""1ֻ2ַּ3ְתִּי"", ""PST.2MSG"": ""1ֻ2ַּ3ְתָּ"", ""PST.2FSG"": ""1ֻ2ַּ3ְתְּ"", ""PST.1PL"": ""1ֻ2ַּ3ְנוּ"", ""PST.2MPL"": ""1ֻ2ַּ3ְתֶּם"", ""PST.2FPL"": ""1ֻ2ַּ3ְתֶּן""}"
SYN-PV0010265	SYN-LX-736bcc7cd4.PST.1SG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HIFIL:PST.1SG		generated (deterministic from config + seed)	0.1.0	הִ1ְ2ַ3ְתִּי
SYN-PV0010266	SYN-LX-736bcc7cd4.PST.2MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HIFIL:PST.2MSG		generated (deterministic from config + seed)	0.1.0	הִ1ְ2ַ3ְתָּ
SYN-PV0010267	SYN-LX-736bcc7cd4.PST.2FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HIFIL:PST.2FSG		generated (deterministic from config + seed)	0.1.0	הִ1ְ2ַ3ְתְּ
SYN-PV0010268	SYN-LX-736bcc7cd4.PST.3MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HIFIL:PST.3MSG		generated (deterministic from config + seed)	0.1.0	הִ1ְ2ִי3
SYN-PV0010269	SYN-LX-736bcc7cd4.PST.3FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HIFIL:PST.3FSG		generated (deterministic from config + seed)	0.1.0	הִ1ְ2ִי3ָה
SYN-PV0010270	SYN-LX-736bcc7cd4.PST.1PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HIFIL:PST.1PL		generated (deterministic from config + seed)	0.1.0	הִ1ְ2ַ3ְנוּ
SYN-PV0010271	SYN-LX-736bcc7cd4.PST.2MPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HIFIL:PST.2MPL		generated (deterministic from config + seed)	0.1.0	הִ1ְ2ַ3ְתֶּם
SYN-PV0010272	SYN-LX-736bcc7cd4.PST.2FPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HIFIL:PST.2FPL		generated (deterministic from config + seed)	0.1.0	הִ1ְ2ַ3ְתֶּן
SYN-PV0010273	SYN-LX-736bcc7cd4.PST.3PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HIFIL:PST.3PL		generated (deterministic from config + seed)	0.1.0	הִ1ְ2ִי3וּ
SYN-PV0010274	SYN-LX-736bcc7cd4	lexeme	root+template	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	lexeme:דמז:HIFIL		generated (deterministic from config + seed)	0.1.0	"{""PST.3MSG"": ""הִ1ְ2ִי3"", ""PST.3FSG"": ""הִ1ְ2ִי3ָה"", ""PST.3PL"": ""הִ1ְ2ִי3וּ"", ""PST.1SG"": ""הִ1ְ2ַ3ְתִּי"", ""PST.2MSG"": ""הִ1ְ2ַ3ְתָּ"", ""PST.2FSG"": ""הִ1ְ2ַ3ְתְּ"", ""PST.1PL"": ""הִ1ְ2ַ3ְנוּ"", ""PST.2MPL"": ""הִ1ְ2ַ3ְתֶּם"", ""PST.2FPL"": ""הִ1ְ2ַ3ְתֶּן""}"
SYN-PV0010275	SYN-LX-39c7e640a4.PST.1SG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HUFAL:PST.1SG		generated (deterministic from config + seed)	0.1.0	הֻ1ְ2ַ3ְתִּי
SYN-PV0010276	SYN-LX-39c7e640a4.PST.2MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HUFAL:PST.2MSG		generated (deterministic from config + seed)	0.1.0	הֻ1ְ2ַ3ְתָּ
SYN-PV0010277	SYN-LX-39c7e640a4.PST.2FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HUFAL:PST.2FSG		generated (deterministic from config + seed)	0.1.0	הֻ1ְ2ַ3ְתְּ
SYN-PV0010278	SYN-LX-39c7e640a4.PST.3MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HUFAL:PST.3MSG		generated (deterministic from config + seed)	0.1.0	הֻ1ְ2ַ3
SYN-PV0010279	SYN-LX-39c7e640a4.PST.3FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HUFAL:PST.3FSG		generated (deterministic from config + seed)	0.1.0	הֻ1ְ2ְ3ָה
SYN-PV0010280	SYN-LX-39c7e640a4.PST.1PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HUFAL:PST.1PL		generated (deterministic from config + seed)	0.1.0	הֻ1ְ2ַ3ְנוּ
SYN-PV0010281	SYN-LX-39c7e640a4.PST.2MPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HUFAL:PST.2MPL		generated (deterministic from config + seed)	0.1.0	הֻ1ְ2ַ3ְתֶּם
SYN-PV0010282	SYN-LX-39c7e640a4.PST.2FPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HUFAL:PST.2FPL		generated (deterministic from config + seed)	0.1.0	הֻ1ְ2ַ3ְתֶּן
SYN-PV0010283	SYN-LX-39c7e640a4.PST.3PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HUFAL:PST.3PL		generated (deterministic from config + seed)	0.1.0	הֻ1ְ2ְ3וּ
SYN-PV0010284	SYN-LX-39c7e640a4	lexeme	root+template	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	lexeme:דמז:HUFAL		generated (deterministic from config + seed)	0.1.0	"{""PST.3MSG"": ""הֻ1ְ2ַ3"", ""PST.3FSG"": ""הֻ1ְ2ְ3ָה"", ""PST.3PL"": ""הֻ1ְ2ְ3וּ"", ""PST.1SG"": ""הֻ1ְ2ַ3ְתִּי"", ""PST.2MSG"": ""הֻ1ְ2ַ3ְתָּ"", ""PST.2FSG"": ""הֻ1ְ2ַ3ְתְּ"", ""PST.1PL"": ""הֻ1ְ2ַ3ְנוּ"", ""PST.2MPL"": ""הֻ1ְ2ַ3ְתֶּם"", ""PST.2FPL"": ""הֻ1ְ2ַ3ְתֶּן""}"
SYN-PV0010285	SYN-LX-b2c0ffa082.PST.1SG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HITPAEL:PST.1SG		generated (deterministic from config + seed)	0.1.0	הִתְ1ַ2ַּ3ְתִּי
SYN-PV0010286	SYN-LX-b2c0ffa082.PST.2MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HITPAEL:PST.2MSG		generated (deterministic from config + seed)	0.1.0	הִתְ1ַ2ַּ3ְתָּ
SYN-PV0010287	SYN-LX-b2c0ffa082.PST.2FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HITPAEL:PST.2FSG		generated (deterministic from config + seed)	0.1.0	הִתְ1ַ2ַּ3ְתְּ
SYN-PV0010288	SYN-LX-b2c0ffa082.PST.3MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HITPAEL:PST.3MSG		generated (deterministic from config + seed)	0.1.0	הִתְ1ַ2ֵּ3
SYN-PV0010289	SYN-LX-b2c0ffa082.PST.3FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HITPAEL:PST.3FSG		generated (deterministic from config + seed)	0.1.0	הִתְ1ַ2ְּ3ָה
SYN-PV0010290	SYN-LX-b2c0ffa082.PST.1PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HITPAEL:PST.1PL		generated (deterministic from config + seed)	0.1.0	הִתְ1ַ2ַּ3ְנוּ
SYN-PV0010291	SYN-LX-b2c0ffa082.PST.2MPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HITPAEL:PST.2MPL		generated (deterministic from config + seed)	0.1.0	הִתְ1ַ2ַּ3ְתֶּם
SYN-PV0010292	SYN-LX-b2c0ffa082.PST.2FPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HITPAEL:PST.2FPL		generated (deterministic from config + seed)	0.1.0	הִתְ1ַ2ַּ3ְתֶּן
SYN-PV0010293	SYN-LX-b2c0ffa082.PST.3PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:HITPAEL:PST.3PL		generated (deterministic from config + seed)	0.1.0	הִתְ1ַ2ְּ3וּ
SYN-PV0010294	SYN-LX-b2c0ffa082	lexeme	root+template	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	lexeme:דמז:HITPAEL		generated (deterministic from config + seed)	0.1.0	"{""PST.3MSG"": ""הִתְ1ַ2ֵּ3"", ""PST.3FSG"": ""הִתְ1ַ2ְּ3ָה"", ""PST.3PL"": ""הִתְ1ַ2ְּ3וּ"", ""PST.1SG"": ""הִתְ1ַ2ַּ3ְתִּי"", ""PST.2MSG"": ""הִתְ1ַ2ַּ3ְתָּ"", ""PST.2FSG"": ""הִתְ1ַ2ַּ3ְתְּ"", ""PST.1PL"": ""הִתְ1ַ2ַּ3ְנוּ"", ""PST.2MPL"": ""הִתְ1ַ2ַּ3ְתֶּם"", ""PST.2FPL"": ""הִתְ1ַ2ַּ3ְתֶּן""}"
SYN-PV0010295	SYN-RT-63ab24aa2c	root	root	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	root:דמל		generated (deterministic from config + seed)	0.1.0	ד-מ-ל
SYN-PV0010296	SYN-LX-cd503da5e1.PST.1SG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PAAL:PST.1SG		generated (deterministic from config + seed)	0.1.0	1ָ2ַ3ְתִּי
SYN-PV0010297	SYN-LX-cd503da5e1.PST.2MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PAAL:PST.2MSG		generated (deterministic from config + seed)	0.1.0	1ָ2ַ3ְתָּ
SYN-PV0010298	SYN-LX-cd503da5e1.PST.2FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PAAL:PST.2FSG		generated (deterministic from config + seed)	0.1.0	1ָ2ַ3ְתְּ
SYN-PV0010299	SYN-LX-cd503da5e1.PST.3MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PAAL:PST.3MSG		generated (deterministic from config + seed)	0.1.0	1ָ2ַ3
SYN-PV0010300	SYN-LX-cd503da5e1.PST.3FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PAAL:PST.3FSG		generated (deterministic from config + seed)	0.1.0	1ָ2ְ3ָה
SYN-PV0010301	SYN-LX-cd503da5e1.PST.1PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PAAL:PST.1PL		generated (deterministic from config + seed)	0.1.0	1ָ2ַ3ְנוּ
SYN-PV0010302	SYN-LX-cd503da5e1.PST.2MPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PAAL:PST.2MPL		generated (deterministic from config + seed)	0.1.0	1ְ2ַ3ְתֶּם
SYN-PV0010303	SYN-LX-cd503da5e1.PST.2FPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PAAL:PST.2FPL		generated (deterministic from config + seed)	0.1.0	1ְ2ַ3ְתֶּן
SYN-PV0010304	SYN-LX-cd503da5e1.PST.3PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PAAL:PST.3PL		generated (deterministic from config + seed)	0.1.0	1ָ2ְ3וּ
SYN-PV0010305	SYN-LX-cd503da5e1	lexeme	root+template	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	lexeme:דמל:PAAL		generated (deterministic from config + seed)	0.1.0	"{""PST.3MSG"": ""1ָ2ַ3"", ""PST.3FSG"": ""1ָ2ְ3ָה"", ""PST.3PL"": ""1ָ2ְ3וּ"", ""PST.1SG"": ""1ָ2ַ3ְתִּי"", ""PST.2MSG"": ""1ָ2ַ3ְתָּ"", ""PST.2FSG"": ""1ָ2ַ3ְתְּ"", ""PST.1PL"": ""1ָ2ַ3ְנוּ"", ""PST.2MPL"": ""1ְ2ַ3ְתֶּם"", ""PST.2FPL"": ""1ְ2ַ3ְתֶּן""}"
SYN-PV0010306	SYN-LX-134fc4a20a.PST.1SG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:NIFAL:PST.1SG		generated (deterministic from config + seed)	0.1.0	נִ1ְ2ַ3ְתִּי
SYN-PV0010307	SYN-LX-134fc4a20a.PST.2MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:NIFAL:PST.2MSG		generated (deterministic from config + seed)	0.1.0	נִ1ְ2ַ3ְתָּ
SYN-PV0010308	SYN-LX-134fc4a20a.PST.2FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:NIFAL:PST.2FSG		generated (deterministic from config + seed)	0.1.0	נִ1ְ2ַ3ְתְּ
SYN-PV0010309	SYN-LX-134fc4a20a.PST.3MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:NIFAL:PST.3MSG		generated (deterministic from config + seed)	0.1.0	נִ1ְ2ַ3
SYN-PV0010310	SYN-LX-134fc4a20a.PST.3FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:NIFAL:PST.3FSG		generated (deterministic from config + seed)	0.1.0	נִ1ְ2ְ3ָה
SYN-PV0010311	SYN-LX-134fc4a20a.PST.1PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:NIFAL:PST.1PL		generated (deterministic from config + seed)	0.1.0	נִ1ְ2ַ3ְנוּ
SYN-PV0010312	SYN-LX-134fc4a20a.PST.2MPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:NIFAL:PST.2MPL		generated (deterministic from config + seed)	0.1.0	נִ1ְ2ַ3ְתֶּם
SYN-PV0010313	SYN-LX-134fc4a20a.PST.2FPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:NIFAL:PST.2FPL		generated (deterministic from config + seed)	0.1.0	נִ1ְ2ַ3ְתֶּן
SYN-PV0010314	SYN-LX-134fc4a20a.PST.3PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:NIFAL:PST.3PL		generated (deterministic from config + seed)	0.1.0	נִ1ְ2ְ3וּ
SYN-PV0010315	SYN-LX-134fc4a20a	lexeme	root+template	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	lexeme:דמל:NIFAL		generated (deterministic from config + seed)	0.1.0	"{""PST.3MSG"": ""נִ1ְ2ַ3"", ""PST.3FSG"": ""נִ1ְ2ְ3ָה"", ""PST.3PL"": ""נִ1ְ2ְ3וּ"", ""PST.1SG"": ""נִ1ְ2ַ3ְתִּי"", ""PST.2MSG"": ""נִ1ְ2ַ3ְתָּ"", ""PST.2FSG"": ""נִ1ְ2ַ3ְתְּ"", ""PST.1PL"": ""נִ1ְ2ַ3ְנוּ"", ""PST.2MPL"": ""נִ1ְ2ַ3ְתֶּם"", ""PST.2FPL"": ""נִ1ְ2ַ3ְתֶּן""}"
SYN-PV0010316	SYN-LX-b97e1b7c64.PST.1SG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.1SG		generated (deterministic from config + seed)	0.1.0	1ִ2ַּ3ְתִּי
SYN-PV0010317	SYN-LX-b97e1b7c64.PST.2MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.2MSG		generated (deterministic from config + seed)	0.1.0	1ִ2ַּ3ְתָּ
SYN-PV0010318	SYN-LX-b97e1b7c64.PST.2FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.2FSG		generated (deterministic from config + seed)	0.1.0	1ִ2ַּ3ְתְּ
SYN-PV0010319	SYN-LX-b97e1b7c64.PST.3MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.3MSG		generated (deterministic from config + seed)	0.1.0	1ִ2ֵּ3
SYN-PV0010320	SYN-LX-b97e1b7c64.PST.3FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.3FSG		generated (deterministic from config + seed)	0.1.0	1ִ2ְּ3ָה
SYN-PV0010321	SYN-LX-b97e1b7c64.PST.1PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.1PL		generated (deterministic from config + seed)	0.1.0	1ִ2ַּ3ְנוּ
SYN-PV0010322	SYN-LX-b97e1b7c64.PST.2MPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.2MPL		generated (deterministic from config + seed)	0.1.0	1ִ2ַּ3ְתֶּם
SYN-PV0010323	SYN-LX-b97e1b7c64.PST.2FPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.2FPL		generated (deterministic from config + seed)	0.1.0	1ִ2ַּ3ְתֶּן
SYN-PV0010324	SYN-LX-b97e1b7c64.PST.3PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PIEL:PST.3PL		generated (deterministic from config + seed)	0.1.0	1ִ2ְּ3וּ
SYN-PV0010325	SYN-LX-b97e1b7c64	lexeme	root+template	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	lexeme:דמל:PIEL		generated (deterministic from config + seed)	0.1.0	"{""PST.3MSG"": ""1ִ2ֵּ3"", ""PST.3FSG"": ""1ִ2ְּ3ָה"", ""PST.3PL"": ""1ִ2ְּ3וּ"", ""PST.1SG"": ""1ִ2ַּ3ְתִּי"", ""PST.2MSG"": ""1ִ2ַּ3ְתָּ"", ""PST.2FSG"": ""1ִ2ַּ3ְתְּ"", ""PST.1PL"": ""1ִ2ַּ3ְנוּ"", ""PST.2MPL"": ""1ִ2ַּ3ְתֶּם"", ""PST.2FPL"": ""1ִ2ַּ3ְתֶּן""}"
SYN-PV0010326	SYN-LX-38ef0bc22a.PST.1SG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.1SG		generated (deterministic from config + seed)	0.1.0	1ֻ2ַּ3ְתִּי
SYN-PV0010327	SYN-LX-38ef0bc22a.PST.2MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.2MSG		generated (deterministic from config + seed)	0.1.0	1ֻ2ַּ3ְתָּ
SYN-PV0010328	SYN-LX-38ef0bc22a.PST.2FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.2FSG		generated (deterministic from config + seed)	0.1.0	1ֻ2ַּ3ְתְּ
SYN-PV0010329	SYN-LX-38ef0bc22a.PST.3MSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.3MSG		generated (deterministic from config + seed)	0.1.0	1ֻ2ַּ3
SYN-PV0010330	SYN-LX-38ef0bc22a.PST.3FSG	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.3FSG		generated (deterministic from config + seed)	0.1.0	1ֻ2ְּ3ָה
SYN-PV0010331	SYN-LX-38ef0bc22a.PST.1PL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.1PL		generated (deterministic from config + seed)	0.1.0	1ֻ2ַּ3ְנוּ
SYN-PV0010332	SYN-LX-38ef0bc22a.PST.2MPL	form	form_vocalized	synthetic_v1	generated://hebmorph/synthetic_v1?seed=12345	synthetic_config.json	0.1.0	template:PUAL:PST.2MPL		generated (deterministic from config + seed)	0.1.0	1ֻ2ַּ3ְתֶּם
